ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,duration
369F88659199DA6C,classic_bike,"2022-03-11 16:46:47","2022-03-11 17:05:22","Roosevelt Island",31062,"Gravelly Point",31064,38.896553,-77.06714,38.865029,-77.039511,member,1115
DADEEECEE1550A13,classic_bike,"2022-03-11 16:12:42","2022-03-11 16:42:09","Roosevelt Island",31062,"Gravelly Point",31064,38.896553,-77.06714,38.865029,-77.039511,casual,1767
FE0E778DD48087C0,classic_bike,"2022-03-11 16:19:56","2022-03-11 16:41:08","Roosevelt Island",31062,"Gravelly Point",31064,38.896553,-77.06714,38.865029,-77.039511,casual,1272
6A2768C248B4BC18,classic_bike,"2022-03-11 16:24:40","2022-03-11 16:48:27","Roosevelt Island",31062,"Gravelly Point",31064,38.896553,-77.06714,38.865029,-77.039511,member,1427
6A950D9F1A2431D5,classic_bike,"2022-03-11 16:19:51","2022-03-11 16:41:55","Roosevelt Island",31062,"Gravelly Point",31064,38.896553,-77.06714,38.865029,-77.039511,casual,1324
588728F4578EA6C5,docked_bike,"2022-03-11 12:49:05","2022-03-11 13:12:31","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,casual,1406
CCD12A6A16914ECC,classic_bike,"2022-03-11 16:07:07","2022-03-11 16:23:48","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,member,1001
5A3E0F43A0C562A1,classic_bike,"2022-03-11 13:56:30","2022-03-11 14:15:00","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,member,1110
DD75721399691A75,docked_bike,"2022-03-11 12:47:22","2022-03-11 13:12:32","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,casual,1510
880F3ECB04592F42,classic_bike,"2022-03-11 13:56:21","2022-03-11 14:15:02","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,member,1121
7338D59F8FCC79CC,docked_bike,"2022-03-11 12:47:27","2022-03-11 13:12:32","Gravelly Point",31064,"Roosevelt Island",31062,38.865029,-77.039511,38.896553,-77.06714,casual,1505
F2159EC0C1B4EB10,docked_bike,"2022-03-11 10:14:29","2022-03-11 11:19:15","Gravelly Point",31064,"Gravelly Point",31064,38.865029,-77.039511,38.865029,-77.039511,casual,3886
E9C4675CA705820D,docked_bike,"2022-03-11 15:06:26","2022-03-11 15:44:23","Gravelly Point",31064,"Gravelly Point",31064,38.865029,-77.039511,38.865029,-77.039511,casual,2277
